CpG_Site	Coefficient	Mean_Beta_Value	Predictor
cg09978353	-0.00730659732917746	0	EpiScore_4500-50
cg18465834	0.0141020605263168	0	EpiScore_4500-50
cg23485738	0.0054955143363179	0	EpiScore_4500-50
cg01678091	0.0063724059057704	0	EpiScore_4500-50
cg20566897	0.000198712460192376	0	EpiScore_4500-50
cg04272355	0.00236959861602304	0	EpiScore_4500-50
cg23031135	-0.0134094047590638	0	EpiScore_4500-50
cg00641679	-0.000855148559894838	0	EpiScore_4500-50
cg10773601	-0.0930026793695118	0	EpiScore_4500-50
cg09567197	0.03050371437212	0	EpiScore_4500-50
cg10552523	0.00212824379372476	0	EpiScore_4500-50
cg02622803	0.00376507690278621	0	EpiScore_4500-50
cg03192919	-0.00683360522627939	0	EpiScore_4500-50
cg26507353	0.022909923756801	0	EpiScore_4500-50
cg05348973	0.00469968823595769	0	EpiScore_4500-50
cg04300065	0.00849025521242936	0	EpiScore_4500-50
cg07909178	-8.27062159297421e-05	0	EpiScore_4500-50
cg15480200	0.00143325056295646	0	EpiScore_4500-50
cg25654774	0.0107473704137514	0	EpiScore_4500-50
cg07751039	0.0350484525001462	0	EpiScore_4500-50
cg11382794	0.0057574118603825	0	EpiScore_4500-50
cg22536775	-0.0110294544216665	0	EpiScore_4500-50
cg20687616	-0.000710024579974935	0	EpiScore_4500-50
cg02767788	0.0051891091727638	0	EpiScore_4500-50
cg16393207	-0.00694690829558939	0	EpiScore_4500-50
cg10626063	-0.0216331301252023	0	EpiScore_4500-50
cg08388746	0.00930387247947674	0	EpiScore_4500-50
cg13774342	0.0149475511078455	0	EpiScore_4500-50
cg10544564	0.00599074168254405	0	EpiScore_4500-50
cg15775835	0.0172496890456354	0	EpiScore_4568-17
cg02291365	-0.00744997035742088	0	EpiScore_4568-17
cg00645897	-0.013468560745858	0	EpiScore_4568-17
cg25508605	-0.00344776684512909	0	EpiScore_4568-17
cg18594482	-0.00179548633435839	0	EpiScore_4568-17
cg15033140	0.0104706321825681	0	EpiScore_4568-17
cg23354260	0.00660032063205094	0	EpiScore_4568-17
cg17590003	0.0202853972771572	0	EpiScore_4568-17
cg17193369	0.00178099237016944	0	EpiScore_4568-17
cg14216068	-0.0101868375027604	0	EpiScore_4568-17
cg05575921	0.0860976050736743	0	EpiScore_4568-17
cg16243243	0.00610100290350659	0	EpiScore_4568-17
cg05308617	0.00789078129938072	0	EpiScore_4568-17
cg07812289	-0.00890556206643231	0	EpiScore_4568-17
cg00942551	0.0317709052511908	0	EpiScore_4568-17
cg23430644	-0.0125504042997787	0	EpiScore_4568-17
cg07628841	0.0157091189720768	0	EpiScore_4568-17
cg23719534	0.0260070011007514	0	EpiScore_4568-17
cg17006436	-0.00660401557061824	0	EpiScore_4568-17
cg14861097	-0.00525278009462288	0	EpiScore_4568-17
cg14176626	0.00877226575327921	0	EpiScore_4568-17
cg10955566	-0.00820480644343419	0	EpiScore_4568-17
cg01252224	0.0117669085018405	0	EpiScore_4568-17
cg19674138	-0.00837034196791126	0	EpiScore_4568-17
cg12239264	0.000844219286182097	0	EpiScore_4568-17
cg05439665	-0.0204143861834272	0	EpiScore_4568-17
cg26102082	-0.0118087161127031	0	EpiScore_4568-17
cg01156550	0.00281198731548676	0	EpiScore_4568-17
cg06473276	-0.00156468289534257	0	EpiScore_4568-17
cg23510258	-0.0132559148253939	0	EpiScore_4568-17
cg19979405	-0.0096769814493826	0	EpiScore_4568-17
cg02611934	0.00613603885726288	0	EpiScore_4568-17
cg13029400	0.0119379485995625	0	EpiScore_4568-17
cg24645670	0.00420036523193572	0	EpiScore_4568-17
cg22143209	0.00801334621521397	0	EpiScore_4568-17
cg18747378	0.00261568178870589	0	EpiScore_4568-17
cg00033551	-0.00145875403592496	0	EpiScore_4568-17
cg00418913	0.000176578737352967	0	EpiScore_4568-17
cg27291080	0.00444632700397458	0	EpiScore_4568-17
cg20432211	0.00508851180402026	0	EpiScore_4568-17
cg21929183	0.00727560426683353	0	EpiScore_4568-17
cg02504211	-0.0395504593043528	0	EpiScore_4568-17
cg23017261	0.00332954113849947	0	EpiScore_4568-17
cg21566642	0.0405188626937887	0	EpiScore_4568-17
cg15020801	-0.00390402288577512	0	EpiScore_4568-17
cg02429622	0.017985916518384	0	EpiScore_4568-17
cg24902250	0.0033544356267044	0	EpiScore_4568-17
cg26280727	0.00347144552198676	0	EpiScore_4568-17
cg06225979	0.0336315037222054	0	EpiScore_4568-17
cg24057514	0.0175712476671199	0	EpiScore_4568-17
cg07021906	-0.00123142683163668	0	EpiScore_4568-17
cg17537307	0.00701830780508623	0	EpiScore_4568-17
cg05052463	-0.0154603370929675	0	EpiScore_4568-17
cg09564020	-0.00433396167002706	0	EpiScore_4568-17
cg25010805	-0.0612155242025361	0	EpiScore_4568-17
cg06963711	-0.00130821871729057	0	EpiScore_4568-17
cg17378803	0.000746640792108901	0	EpiScore_4568-17
cg20472707	-0.00527940820765749	0	EpiScore_4568-17
cg21913886	0.00638981988681025	0	EpiScore_4568-17
cg14187266	0.0343299070531091	0	EpiScore_4568-17
cg07016094	-0.020198642602858	0	EpiScore_4568-17
cg10095801	-0.00333282507748525	0	EpiScore_4568-17
cg02520020	-0.00047922790516147	0	EpiScore_4568-17
cg17501210	0.0444313682099847	0	EpiScore_4568-17
cg10356544	0.00718418338861575	0	EpiScore_4568-17
cg16686279	0.000962701533067203	0	EpiScore_4568-17
cg15420141	-0.00417387195494654	0	EpiScore_4568-17
cg12729894	0.0190855298429051	0	EpiScore_4568-17
cg01192112	-0.00294725447981837	0	EpiScore_4568-17
cg24626752	0.0130796912404594	0	EpiScore_4568-17
cg25146879	-0.00326755921807355	0	EpiScore_4568-17
cg02729383	0.00515565716001886	0	EpiScore_4568-17
cg06254356	-0.00361476039956818	0	EpiScore_4568-17
cg06222206	0.0220229122396995	0	EpiScore_4568-17
cg19544707	0.0198178999979086	0	EpiScore_4568-17
cg20589883	-0.00284356735974161	0	EpiScore_4568-17
cg16050784	-0.00664959654812024	0	EpiScore_4568-17
cg00563238	-0.0111197761191941	0	EpiScore_4568-17
cg12614789	0.00388070679478656	0	EpiScore_4568-17
cg12891476	-0.0136580672855301	0	EpiScore_4568-17
cg03070262	0.00626411255201759	0	EpiScore_4568-17
cg20457275	-0.00748985121635164	0	EpiScore_4568-17
cg09852079	-0.00255722089723719	0	EpiScore_4568-17
cg26320601	-0.0126082693025267	0	EpiScore_4568-17
cg09697880	-0.00200444831569237	0	EpiScore_4568-17
cg05540716	-0.00777365482802946	0	EpiScore_4568-17
cg01345136	-0.00147587645721253	0	EpiScore_4568-17
cg03729603	-0.00324761330164591	0	EpiScore_4568-17
cg19637821	-9.01271961000816e-05	0	EpiScore_4568-17
cg20279254	0.00120004884324372	0	EpiScore_4568-17
cg01620569	0.02556879845156	0	EpiScore_4568-17
cg04720592	0.0213100924841567	0	EpiScore_4568-17
cg21350153	-0.00688057862842593	0	EpiScore_4568-17
cg04677158	-0.0038831264503108	0	EpiScore_4568-17
cg00574958	0.00303534052774045	0	EpiScore_4568-17
cg25988214	-0.00729843346169045	0	EpiScore_4568-17
cg17740752	0.00670337877469787	0	EpiScore_4568-17
cg20134357	0.0108599923532487	0	EpiScore_4568-17
cg09013655	-0.00232066691772916	0	EpiScore_4568-17
cg03725309	0.0142374781343229	0	EpiScore_4568-17
cg03844701	0.0164765561105925	0	EpiScore_4568-17
cg09368075	0.0131312164466756	0	EpiScore_4568-17
cg17923565	0.00672253787686845	0	EpiScore_4568-17
cg00310412	0.000896146219516352	0	EpiScore_4568-17
cg10882886	-0.0655463303609965	0	EpiScore_4568-17
cg09603824	-0.0117265000769202	0	EpiScore_4568-17
cg24675094	0.016722837581264	0	EpiScore_4568-17
cg01861377	0.0102543847619339	0	EpiScore_4568-17
cg05207068	0.00752594815214563	0	EpiScore_4568-17
cg12383650	0.0104118854784724	0	EpiScore_4568-17
cg24016844	-0.00208330294474454	0	EpiScore_4568-17
cg21559452	0.00310514195505566	0	EpiScore_4568-17
cg10636246	0.00524525198357267	0	EpiScore_4568-17
cg17110052	-0.00338118091861023	0	EpiScore_4568-17
cg26145873	0.00930615306663235	0	EpiScore_4568-17
cg06819357	-0.00698076288782168	0	EpiScore_4568-17
cg11430077	0.00265080338416348	0	EpiScore_4568-17
cg00059424	-0.00159660759418339	0	EpiScore_4568-17
cg24760023	0.00832728303752066	0	EpiScore_4568-17
cg12813768	0.0202184807182528	0	EpiScore_4568-17
cg03035538	0.0176698538083596	0	EpiScore_4568-17
cg01243823	0.000812291097293167	0	EpiScore_4568-17
cg12009803	0.00220446869641737	0	EpiScore_4568-17
cg07504977	-0.0265133169156609	0	EpiScore_4568-17
cg04680494	-0.00409703105472503	0	EpiScore_4568-17
cg15319206	0.00448549313661817	0	EpiScore_4568-17
cg05438378	0.0162120396979805	0	EpiScore_4568-17
cg24435704	0.0101739767340257	0	EpiScore_4568-17
cg00957901	-0.0112369437206903	0	EpiScore_4568-17
cg24366314	0.0489732282491306	0	EpiScore_4568-17
cg21230387	-0.00247671626140365	0	EpiScore_4568-17
cg03908688	0.0191282616915912	0	EpiScore_4568-17
cg17915189	0.00482491831951046	0	EpiScore_4568-17
cg11488514	0.00306143582713368	0	EpiScore_4568-17
cg13620317	0.011262258899395	0	EpiScore_4568-17
cg14826404	-0.00817659368150517	0	EpiScore_4568-17
cg14423692	-0.000506834313751547	0	EpiScore_4568-17
cg11993230	-0.00273264512904818	0	EpiScore_4568-17
cg03636183	0.00830210786778012	0	EpiScore_4568-17
cg12830694	0.0123181754297106	0	EpiScore_4568-17
cg00265490	-0.0099779465197385	0	EpiScore_4568-17
cg20014412	-0.0121306437877224	0	EpiScore_4568-17
cg08305696	-0.0162637907131911	0	EpiScore_4568-17
cg03405128	0.0184153486310265	0	EpiScore_4568-17
cg09353251	0.00777551212056911	0	EpiScore_4568-17
cg23140839	-0.0130713236912153	0	EpiScore_4568-17
cg13680696	-0.00540966637897462	0	EpiScore_4568-17
cg26908356	-0.0204639366937514	0	EpiScore_4568-17
cg22988146	0.00329562201863611	0	EpiScore_4568-17
cg04221461	-0.0112039531862496	0	EpiScore_4568-17
cg19518426	0.00466431500990582	0	EpiScore_4568-17
cg04955683	0.00275247354283012	0	EpiScore_4568-17
cg18321051	-0.00499813384357658	0	EpiScore_4568-17
cg27186851	-0.00189002527540633	0	EpiScore_4568-17
cg09751071	-0.00773814312787295	0	EpiScore_4568-17
cg17279365	-0.008857086929692	0	EpiScore_4568-17
cg02527881	0.00248174587892963	0	EpiScore_4568-17
cg21161138	0.00501698804333876	0	EpiScore_4568-17
cg18055557	0.00344575202618389	0	EpiScore_4568-17
cg02064267	-0.0029465149376474	0	EpiScore_4568-17
cg17237086	-1.00431127000046e-05	0	EpiScore_4568-17
cg26870725	0.0111454589382231	0	EpiScore_4763-31
cg27546431	0.00876835586375425	0	EpiScore_4763-31
cg09635784	-0.0016670032699078	0	EpiScore_4763-31
cg23661483	0.00187546083556986	0	EpiScore_4763-31
cg11868916	-0.0239449194474855	0	EpiScore_4763-31
cg11252953	0.0043889926253033	0	EpiScore_4763-31
cg15716707	-0.00181296791753662	0	EpiScore_4763-31
cg25792439	0.0028005180666023	0	EpiScore_4763-31
cg11892946	-0.0128634917758047	0	EpiScore_4763-31
cg27409802	-0.000368110696847793	0	EpiScore_4763-31
cg08973382	-0.0041665531890986	0	EpiScore_4763-31
cg03607951	0.000727571637286658	0	EpiScore_4763-31
cg25009141	0.00778140765857479	0	EpiScore_4763-31
cg00574958	-0.0434624687841662	0	EpiScore_4763-31
cg22871175	0.00123303521547839	0	EpiScore_4763-31
cg10851168	-0.0122154209862167	0	EpiScore_4763-31
cg00935421	0.0228272560183673	0	EpiScore_4763-31
cg22222999	0.00994242638102368	0	EpiScore_4763-31
cg22798214	-0.0138057439211487	0	EpiScore_4763-31
cg25547939	-0.00122375816359025	0	EpiScore_4763-31
cg09830278	-0.000102384040349298	0	EpiScore_4763-31
cg13376246	-0.0134972562489031	0	EpiScore_4763-31
cg19693031	-0.0114960834506137	0	EpiScore_4763-31
cg21599081	-0.00756667440676102	0	EpiScore_4763-31
cg08371947	0.00933461671766435	0	EpiScore_4763-31
cg23304156	-0.00523151706276671	0	EpiScore_4763-31
cg00224299	0.00732290677528504	0	EpiScore_4763-31
cg22828990	-0.000462577003791279	0	EpiScore_4763-31
cg27055236	0.00203954437326581	0	EpiScore_4763-31
cg09864156	-0.00366481761725319	0	EpiScore_4763-31
cg16988970	-0.00895570924010571	0	EpiScore_4763-31
cg17038235	0.00145982427401196	0	EpiScore_4763-31
cg15756114	0.0147181392626055	0	EpiScore_4763-31
cg03916364	8.57381777716337e-06	0	EpiScore_4763-31
cg06500161	0.00676248347906008	0	EpiScore_4763-31
cg26688191	0.00269369004034247	0	EpiScore_4763-31
cg00784161	0.0146329630232319	0	EpiScore_4763-31
cg11073558	-0.0139953769613125	0	EpiScore_4831-4
cg25818583	0.0147995456777069	0	EpiScore_4831-4
cg26483578	-0.00355385396002078	0	EpiScore_4831-4
cg23385388	-0.00290683698130345	0	EpiScore_4831-4
cg17800497	-0.0133538279901302	0	EpiScore_4831-4
cg21721340	0.0105442403336854	0	EpiScore_4831-4
cg04630292	-0.0207944687726525	0	EpiScore_4831-4
cg08855903	-0.00581695267767685	0	EpiScore_4831-4
cg20235337	-0.00993572002440992	0	EpiScore_4831-4
cg13126206	0.00743658206344094	0	EpiScore_4831-4
cg06688763	-0.0139349493669041	0	EpiScore_4831-4
cg05996538	0.0098411238329035	0	EpiScore_4831-4
cg23112821	0.041546387339555	0	EpiScore_4831-4
cg16729160	0.00273289829536879	0	EpiScore_4831-4
cg21329599	-0.003651458817998	0	EpiScore_4831-4
cg21154964	-0.00664115282778401	0	EpiScore_4831-4
cg22454769	-0.00674972766726128	0	EpiScore_4831-4
cg07839457	-0.0128005626098995	0	EpiScore_4831-4
cg12207367	0.000252360106523329	0	EpiScore_4831-4
cg18458509	0.00269329769170552	0	EpiScore_4831-4
cg17385414	0.00355767894804163	0	EpiScore_4831-4
cg26336935	0.00269309511284136	0	EpiScore_4831-4
cg00137918	-0.024475274608537	0	EpiScore_4831-4
cg09117405	0.0118451923859362	0	EpiScore_4831-4
cg13707224	0.00443223360068818	0	EpiScore_4831-4
cg19784428	0.00690928057076821	0	EpiScore_4831-4
cg11705954	0.00767145807253365	0	EpiScore_4831-4
cg22011731	-0.00163948906591861	0	EpiScore_4831-4
cg19565714	0.00915304146384688	0	EpiScore_4831-4
cg01988891	0.0047293178900795	0	EpiScore_4831-4
cg13743231	0.00477076798698364	0	EpiScore_4831-4
cg10752676	0.00663342390785551	0	EpiScore_4831-4
cg02858402	-0.0195119729923632	0	EpiScore_4831-4
cg01719405	0.00666755569739693	0	EpiScore_4831-4
cg07502389	-0.0208577893280679	0	EpiScore_4831-4
cg01005080	0.00177251443936889	0	EpiScore_4831-4
cg07037509	0.00552211901735788	0	EpiScore_4831-4
cg25988321	-0.0023403285957733	0	EpiScore_4831-4
cg09502149	0.00600097188674945	0	EpiScore_4831-4
cg00227665	-0.0023395372453894	0	EpiScore_4831-4
cg11414610	-0.000447943101127575	0	EpiScore_4831-4
cg26187205	0.00260346502803722	0	EpiScore_4831-4
cg08173263	-0.0675846372008243	0	EpiScore_4831-4
cg24532476	-0.00472887551764284	0	EpiScore_4831-4
cg05106191	-0.0292354602791365	0	EpiScore_4831-4
cg24184737	0.0125328916413764	0	EpiScore_4831-4
cg26544594	-0.00571226994864218	0	EpiScore_4831-4
cg00973876	0.0248913023901477	0	EpiScore_4831-4
cg16557204	0.00186930600465105	0	EpiScore_4831-4
cg26825412	0.00236631341771073	0	EpiScore_4831-4
cg16313758	0.00729376497036306	0	EpiScore_4831-4
cg09043153	-0.00059939016099013	0	EpiScore_4831-4
cg03462943	-0.00416946603153038	0	EpiScore_4831-4
cg01109535	0.00263888659021051	0	EpiScore_4831-4
cg14526939	0.00287266353781469	0	EpiScore_4831-4
cg15150970	-0.000953412569101277	0	EpiScore_4831-4
cg17389813	0.00407271650487308	0	EpiScore_4831-4
cg00134210	0.0104721507582798	0	EpiScore_4831-4
cg21325715	0.0235086007915417	0	EpiScore_4831-4
cg16894819	0.00114113657397549	0	EpiScore_4831-4
cg25120405	0.0141204285815571	0	EpiScore_4831-4
cg16288101	0.00866358422608501	0	EpiScore_4831-4
cg17169015	0.00314966362741856	0	EpiScore_4831-4
cg26687842	-0.0331228533810935	0	EpiScore_4831-4
cg15522171	-0.00157523763932697	0	EpiScore_4831-4
cg09701702	-0.0227442819646538	0	EpiScore_4831-4
cg06690548	0.0304153829606231	0	EpiScore_4831-4
cg14896458	0.0111598059277032	0	EpiScore_4831-4
cg20860726	-0.000707231744902653	0	EpiScore_4831-4
cg06942649	0.00795138648855508	0	EpiScore_4831-4
cg14609236	-0.00368221598895821	0	EpiScore_4831-4
cg01149053	-0.00431622150926577	0	EpiScore_4831-4
cg09668951	0.0115737848827213	0	EpiScore_4831-4
cg08872353	-0.000697272623867896	0	EpiScore_4831-4
cg09072576	0.000778515058459692	0	EpiScore_4831-4
cg06681845	0.0167365453472546	0	EpiScore_4831-4
cg10566581	-0.0284699700390805	0	EpiScore_4831-4
cg01411366	0.00854632532981481	0	EpiScore_4831-4
cg05438378	0.06127769305422	0	EpiScore_4831-4
cg02867102	0.0045298768324	0	EpiScore_4831-4
cg05981038	-0.000369967170767097	0	EpiScore_4831-4
cg22104478	0.00109050381934944	0	EpiScore_4831-4
cg25352592	-0.00139164566906875	0	EpiScore_4831-4
cg20507228	-0.0269031065304642	0	EpiScore_4831-4
cg16983541	0.00639762783927363	0	EpiScore_4831-4
cg12686441	0.00340842624914061	0	EpiScore_4831-4
cg09027725	0.00375820024020995	0	EpiScore_4831-4
cg26266274	0.00290016622090297	0	EpiScore_4831-4
cg02711608	0.0054780568522964	0	EpiScore_4831-4
cg06500161	-0.0256615503971713	0	EpiScore_4831-4
cg22055337	-0.000611461022424525	0	EpiScore_4831-4
cg21393163	0.0234063537080362	0	EpiScore_4831-4
cg01119072	-0.0135716813699144	0	EpiScore_4831-4
cg05374025	0.00165733397137947	0	EpiScore_4831-4
cg22397926	-0.00492905156198171	0	EpiScore_4831-4
cg22304262	0.0109718128621643	0	EpiScore_4831-4
cg14703610	0.00800822309652575	0	EpiScore_4831-4
cg17830167	0.00201127587049876	0	EpiScore_4831-4
cg15044270	0.00478204756494925	0	EpiScore_4831-4
cg23648810	0.0198119900013206	0	EpiScore_4920-10
cg13575271	0.0174412038174863	0	EpiScore_4924-32
cg03102879	0.00797672514679417	0	EpiScore_4924-32
cg12607514	0.0243616947325521	0	EpiScore_4924-32
cg15855170	-0.0141456641444746	0	EpiScore_4924-32
cg09143801	-0.00607424096534834	0	EpiScore_4924-32
cg27103616	-0.0108680538911493	0	EpiScore_4924-32
cg17971531	-0.00729069574068867	0	EpiScore_4924-32
cg02513874	-0.00431914788304104	0	EpiScore_4924-32
cg25062812	0.00421780595176621	0	EpiScore_4924-32
cg01188584	0.00592270472588951	0	EpiScore_4924-32
cg06156729	0.0198912795544263	0	EpiScore_4924-32
cg26341058	-0.0348130643877651	0	EpiScore_4924-32
cg07135405	-0.00536201930913557	0	EpiScore_4924-32
cg04690927	-0.0121457002841269	0	EpiScore_4924-32
cg04689082	0.00672108494329692	0	EpiScore_4924-32
cg01618083	0.0170314137448502	0	EpiScore_4924-32
cg18583563	0.00352473447105495	0	EpiScore_4924-32
cg27612058	0.0160541660683606	0	EpiScore_4924-32
cg21206266	0.0102716651704237	0	EpiScore_4924-32
cg08770961	0.0056492398979583	0	EpiScore_4924-32
cg19961800	0.0277743242941741	0	EpiScore_4924-32
cg09435929	-0.0051731194750565	0	EpiScore_4924-32
cg08018049	-0.0327837625787251	0	EpiScore_4924-32
cg16242106	0.00385463123733383	0	EpiScore_4924-32
cg24729481	0.0225693889237453	0	EpiScore_4924-32
cg09895009	0.00755055203057609	0	EpiScore_4924-32
cg11405475	-0.0261014908736252	0	EpiScore_4924-32
cg02143877	0.0118586229357646	0	EpiScore_4924-32
cg05348272	0.00306596365565939	0	EpiScore_4924-32
cg16185493	0.00466700520388572	0	EpiScore_4924-32
cg13581422	0.00499083960939396	0	EpiScore_4924-32
cg20034792	-0.00586384188325936	0	EpiScore_4924-32
cg13043177	-0.0143264668247435	0	EpiScore_4924-32
cg06728579	0.0863957032974619	0	EpiScore_4924-32
cg22477374	-0.00101720208336516	0	EpiScore_4924-32
cg19962075	0.00310402508140726	0	EpiScore_4924-32
cg05055400	0.000684992470356297	0	EpiScore_4924-32
cg19515530	0.00598454917136708	0	EpiScore_4924-32
cg01645998	0.010635522349867	0	EpiScore_4924-32
cg04744134	0.00831995828903637	0	EpiScore_4924-32
cg04783646	0.00920482803205671	0	EpiScore_4924-32
cg20460554	-0.00485937555009664	0	EpiScore_4924-32
cg25637824	-0.0137884529390967	0	EpiScore_4924-32
cg13939431	0.0222916400138185	0	EpiScore_4924-32
cg14945867	0.00651106310881326	0	EpiScore_4924-32
cg15650240	-0.00802058571725161	0	EpiScore_4924-32
cg12519676	0.00282220883632926	0	EpiScore_4924-32
cg23014425	-0.00227913954276191	0	EpiScore_4924-32
cg06033579	0.00382918639230258	0	EpiScore_4924-32
cg22498143	0.00993364318844299	0	EpiScore_4924-32
cg15866021	-0.0214858458993668	0	EpiScore_4924-32
cg27545611	-0.0171262718690749	0	EpiScore_4924-32
cg06219310	-0.00624370920882718	0	EpiScore_4924-32
cg16612998	0.00189541515090845	0	EpiScore_4924-32
cg20475486	-0.00313444316293101	0	EpiScore_4924-32
cg09584801	-0.00603694638174089	0	EpiScore_4924-32
cg23339899	0.0113824447776626	0	EpiScore_4924-32
cg00989249	0.0103217155873644	0	EpiScore_4924-32
cg22190291	-0.00783683276238077	0	EpiScore_4924-32
cg09571097	0.00395298305969532	0	EpiScore_4924-32
cg19862860	0.0146119788220715	0	EpiScore_4924-32
cg07119260	-0.0144636314501237	0	EpiScore_4924-32
cg11519836	0.00221071907824544	0	EpiScore_4924-32
cg03844838	0.00577182540809928	0	EpiScore_4924-32
cg21086902	-0.0122029960031397	0	EpiScore_4924-32
cg04391800	0.00465721502985104	0	EpiScore_4924-32
cg00015373	0.00563214004004131	0	EpiScore_4924-32
cg14442841	0.00781260750130778	0	EpiScore_4924-32
cg08131184	0.013194759542604	0	EpiScore_4924-32
cg02091781	0.00954402343537169	0	EpiScore_4924-32
cg14284187	-0.00217746478888606	0	EpiScore_4924-32
cg07748217	0.00200758582417101	0	EpiScore_4924-32
cg17024919	-0.0199108470870051	0	EpiScore_4924-32
cg22477971	0.00713498345352508	0	EpiScore_4924-32
cg06956786	0.00874860011902958	0	EpiScore_4924-32
cg06536503	0.00187322296474449	0	EpiScore_4924-32
cg24394643	-0.016785132501407	0	EpiScore_4924-32
cg21954650	0.00296972694168814	0	EpiScore_4924-32
cg11578532	-0.00500409857324957	0	EpiScore_4924-32
cg04374959	-0.00934415379452177	0	EpiScore_4924-32
cg24021129	-0.00815177767184704	0	EpiScore_4924-32
cg23883738	-0.00428920634119907	0	EpiScore_4924-32
cg24887381	-0.00144364042181637	0	EpiScore_4924-32
cg21606664	-0.000217518703355948	0	EpiScore_4924-32
cg20534997	0.0160451994781083	0	EpiScore_4924-32
cg12085155	0.0226976884925616	0	EpiScore_4924-32
cg19692314	0.00576628013513684	0	EpiScore_4924-32
cg15760943	-0.000928763942452605	0	EpiScore_4924-32
cg09246253	0.00187048629379634	0	EpiScore_4924-32
cg10672482	0.0164562090383057	0	EpiScore_4924-32
cg13069920	0.000389564916898615	0	EpiScore_4924-32
cg08240860	0.0263551441366099	0	EpiScore_4924-32
cg08751876	0.0116469534996813	0	EpiScore_4924-32
cg20632871	-0.0590225374265422	0	EpiScore_4924-32
cg22693030	-0.00201230253107638	0	EpiScore_4924-32
cg05604486	-0.00481868397925667	0	EpiScore_4924-32
cg25991879	0.000337107865576837	0	EpiScore_4924-32
cg24859433	-0.0391058864528705	0	EpiScore_4924-32
cg16362189	-0.000285940312430203	0	EpiScore_4924-32
cg22450406	0.010491576910045	0	EpiScore_4924-32
cg14321539	0.0114689624023965	0	EpiScore_4924-32
cg08560952	0.0045578557112855	0	EpiScore_4924-32
cg02975268	-0.000127415066626743	0	EpiScore_4924-32
cg26787256	-0.00442840287575393	0	EpiScore_4924-32
cg07837642	0.00151903560264101	0	EpiScore_4924-32
cg04944283	0.00702841458179733	0	EpiScore_4924-32
cg26351663	-0.0132935401763666	0	EpiScore_4924-32
cg13054534	-0.0213004997862708	0	EpiScore_4924-32
cg16298760	0.000349274085153101	0	EpiScore_4924-32
cg15662902	0.0161666185927382	0	EpiScore_4924-32
cg03038061	0.0150887425599373	0	EpiScore_4924-32
cg16119613	-0.0169566273037113	0	EpiScore_4924-32
cg23844497	0.0199425459761676	0	EpiScore_4924-32
cg01911191	-0.00148014454152064	0	EpiScore_4924-32
cg14598846	-0.000317507615268933	0	EpiScore_4924-32
cg27511494	0.00377070643629438	0	EpiScore_4924-32
cg20694964	0.00130451800614624	0	EpiScore_4924-32
cg13695906	0.0193323724235189	0	EpiScore_4924-32
cg09276445	-0.00373282327907883	0	EpiScore_4924-32
cg17459911	0.00248107626905774	0	EpiScore_4924-32
cg22877129	-0.0162653759642925	0	EpiScore_4924-32
cg18520517	0.00188452344585377	0	EpiScore_4924-32
cg26466858	0.00621377652896325	0	EpiScore_4924-32
cg00014830	-0.00199924938754043	0	EpiScore_4924-32
cg14413721	0.00225946131136568	0	EpiScore_4924-32
cg24699271	0.011156426439907	0	EpiScore_4924-32
cg07615572	0.00463325855207699	0	EpiScore_4924-32
cg24549153	-0.000688457142260376	0	EpiScore_4924-32
cg14613878	-0.0110393543329332	0	EpiScore_4924-32
cg05324894	0.000890394763461553	0	EpiScore_4924-32
cg27607843	-0.00685766379215666	0	EpiScore_4924-32
cg21142224	-0.0122031761356736	0	EpiScore_4924-32
cg09869531	-0.00219212933423613	0	EpiScore_4924-32
cg02609733	0.00290189531319116	0	EpiScore_4924-32
cg16589887	0.0169113172406156	0	EpiScore_4924-32
cg09459982	-0.00039773473534186	0	EpiScore_4924-32
cg09614276	0.000723138749236333	0	EpiScore_4924-32
cg00215744	-0.00383836392620689	0	EpiScore_4924-32
cg09931939	0.00750724925221583	0	EpiScore_4924-32
cg03225235	0.0259087356688742	0	EpiScore_4924-32
cg05450477	-0.000837539800669806	0	EpiScore_4924-32
cg07377172	-0.028290722331151	0	EpiScore_4924-32
cg19810723	-0.0303907853291011	0	EpiScore_4924-32
cg21005410	0.000806212561758967	0	EpiScore_4924-32
cg05198093	-0.0100390770758777	0	EpiScore_4924-32
cg00969035	-0.00199359867078237	0	EpiScore_4924-32
cg08883487	-0.00361201390129449	0	EpiScore_4924-32
cg16473288	0.0084375364969369	0	EpiScore_4924-32
cg15484384	-0.00176545655791927	0	EpiScore_4924-32
cg17742155	0.00141339976214434	0	EpiScore_4924-32
cg05641656	0.00752384151005503	0	EpiScore_4924-32
cg12899747	-0.00507549842172268	0	EpiScore_4924-32
cg19373099	-0.00581960790836607	0	EpiScore_4924-32
cg15382580	0.00299457463564842	0	EpiScore_4924-32
cg02583620	-0.0137112058484322	0	EpiScore_4924-32
cg20536971	-0.0262106207161945	0	EpiScore_4924-32
cg24807495	0.00198976797592664	0	EpiScore_4924-32
cg22876402	0.0055382225882215	0	EpiScore_4924-32
cg09737685	-0.00348495383244928	0	EpiScore_4924-32
cg08628565	-0.00750190834844104	0	EpiScore_4924-32
cg21262854	0.00948378500600744	0	EpiScore_4924-32
cg22296585	-0.000327619635594215	0	EpiScore_4924-32
cg05590294	-0.017654462763666	0	EpiScore_4924-32
cg18106507	0.00493363907881734	0	EpiScore_4924-32
